,match_id,comp_id,season_id,date,home_name,home_id,away_name,away_id,home_score,away_score,home_xg_ft,away_xg_ft,home_xg_1h,away_xg_1h,home_xg_2h,away_xg_2h,home_sot_ft,away_sot_ft,home_sot_1h,away_sot_1h,home_sot_2h,away_sot_2h,home_shots_ft,away_shots_ft,home_shots_1h,away_shots_1h,home_shots_2h,away_shots_2h,home_corners_ft,away_corners_ft,home_corners_1h,away_corners_1h,home_corners_2h,away_corners_2h,home_fouls_ft,away_fouls_ft,home_fouls_1h,away_fouls_1h,home_fouls_2h,away_fouls_2h,home_offsides_ft,away_offsides_ft,home_offsides_1h,away_offsides_1h,home_offsides_2h,away_offsides_2h,home_yellows_ft,away_yellows_ft,home_yellows_1h,away_yellows_1h,home_yellows_2h,away_yellows_2h,home_poss_ft,away_poss_ft,home_poss_1h,away_poss_1h,home_poss_2h,away_poss_2h,home_reds_ft,away_reds_ft,home_reds_1h,away_reds_1h,home_reds_2h,away_reds_2h
57,mt_454652459,comp_2954,sn_270305,2021-11-15T19:45:00.000Z,Poland,tm_53264,Hungary,tm_70924,1,2,0.0,0.0,,,,,6,4,3.0,1.0,3.0,3.0,15,8,5.0,3.0,10.0,5.0,9,2,3.0,1.0,6.0,1.0,17,16,,,,,0,0,,,,,4,4,2,2,2,2,63,37,66.0,34.0,61.0,39.0,0,0,0,0,0,0
58,mt_969863904,comp_2954,sn_270305,2021-11-15T19:45:00.000Z,Switzerland,tm_70912,Bulgaria,tm_65328,4,0,0.0,0.0,,,,,9,0,4.0,0.0,5.0,0.0,18,1,10.0,1.0,8.0,0.0,18,1,12.0,1.0,6.0,0.0,15,5,,,,,3,0,0.0,0.0,3.0,0.0,2,2,1,1,1,1,69,31,72.0,28.0,65.0,35.0,0,0,0,0,0,0
59,mt_848947823,comp_2954,sn_270305,2021-11-15T19:45:00.000Z,Austria,tm_86533,Moldova,tm_94208,4,1,0.0,0.0,,,,,7,1,4.0,0.0,3.0,1.0,17,6,9.0,2.0,8.0,4.0,8,1,5.0,1.0,3.0,0.0,12,19,,,,,4,1,2.0,0.0,2.0,1.0,0,1,0,0,0,1,64,36,69.0,31.0,59.0,41.0,0,0,0,0,0,0
60,mt_616410688,comp_2954,sn_270305,2021-11-15T19:45:00.000Z,Scotland,tm_41641,Denmark,tm_65124,2,0,0.0,0.0,,,,,5,2,2.0,0.0,3.0,2.0,9,10,5.0,4.0,4.0,6.0,10,6,8.0,2.0,2.0,4.0,6,8,,,,,1,1,0.0,0.0,1.0,1.0,0,1,0,1,0,0,41,59,47.0,53.0,34.0,66.0,0,0,0,0,0,0
61,mt_454652244,comp_2954,sn_270305,2021-11-15T19:45:00.000Z,Northern Ireland,tm_65980,Italy,tm_32805,0,0,0.0,0.0,,,,,2,6,0.0,4.0,2.0,2.0,4,12,1.0,4.0,3.0,8.0,3,12,1.0,5.0,2.0,7.0,11,11,,,,,1,3,1.0,2.0,0.0,1.0,2,2,0,1,2,1,29,71,27.0,73.0,31.0,69.0,0,0,0,0,0,0
62,mt_131538815,comp_2954,sn_270305,2021-11-15T19:45:00.000Z,Albania,tm_17513,Andorra,tm_86059,1,0,0.0,0.0,,,,,6,3,4.0,3.0,2.0,0.0,19,9,10.0,6.0,9.0,3.0,4,4,1.0,4.0,3.0,0.0,8,18,,,,,3,4,0.0,1.0,3.0,3.0,1,3,0,1,1,2,75,25,78.0,22.0,72.0,28.0,0,0,0,0,0,0
63,mt_848947784,comp_2954,sn_270305,2021-11-15T19:45:00.000Z,Israel,tm_17398,Faroe Islands,tm_17071,3,2,0.0,0.0,,,,,6,3,2.0,0.0,4.0,3.0,14,7,5.0,1.0,9.0,6.0,10,2,5.0,1.0,5.0,1.0,9,9,,,,,4,2,3.0,2.0,1.0,0.0,1,0,1,0,0,0,62,38,60.0,40.0,65.0,35.0,0,0,0,0,0,0
64,mt_303704435,comp_2954,sn_270305,2021-11-15T19:45:00.000Z,San Marino,tm_53436,England,tm_53273,0,10,0.0,0.0,,,,,1,13,1.0,7.0,0.0,6.0,2,22,1.0,14.0,1.0,8.0,1,4,1.0,3.0,0.0,1.0,11,8,,,,,0,0,,,,,5,1,3,0,2,1,15,85,17.0,83.0,13.0,87.0,1,0,0,0,1,0
65,mt_616410012,comp_2954,sn_270305,2021-11-14T19:45:00.000Z,Greece,tm_17035,Kosovo,tm_6293033,1,1,0.0,0.0,,,,,6,3,3.0,1.0,3.0,2.0,20,8,10.0,3.0,10.0,5.0,5,2,3.0,1.0,2.0,1.0,15,16,,,,,0,1,0.0,0.0,0.0,1.0,0,2,0,1,0,1,70,30,73.0,27.0,68.0,32.0,0,0,0,0,0,0
66,mt_969863303,comp_2954,sn_270305,2021-11-14T19:45:00.000Z,Spain,tm_86522,Sweden,tm_86978,1,0,0.0,0.0,,,,,4,0,0.0,0.0,4.0,0.0,12,8,3.0,2.0,9.0,6.0,5,4,2.0,2.0,3.0,2.0,13,15,,,,,3,1,1.0,0.0,2.0,1.0,1,2,0,0,1,2,72,28,75.0,25.0,70.0,30.0,0,0,0,0,0,0
67,mt_969863494,comp_2954,sn_270305,2021-11-14T19:45:00.000Z,Luxembourg,tm_86430,Ireland,tm_53152,0,3,0.0,0.0,,,,,2,7,1.0,3.0,1.0,4.0,8,17,5.0,10.0,3.0,7.0,2,8,1.0,6.0,1.0,2.0,14,14,,,,,0,2,0.0,1.0,0.0,1.0,4,4,2,0,2,4,44,56,43.0,57.0,46.0,54.0,0,0,0,0,0,0
68,mt_131538710,comp_2954,sn_270305,2021-11-14T19:45:00.000Z,Portugal,tm_09479,Serbia,tm_44175,1,2,0.0,0.0,,,,,3,3,1.0,2.0,2.0,1.0,9,11,5.0,8.0,4.0,3.0,3,10,1.0,3.0,2.0,7.0,8,13,,,,,1,3,0.0,2.0,1.0,1.0,3,4,1,1,2,3,43,57,44.0,56.0,42.0,58.0,0,0,0,0,0,0
69,mt_575179569,comp_2954,sn_270305,2021-11-14T17:00:00.000Z,Armenia,tm_17007,Germany,tm_28696,1,4,0.0,0.0,,,,,1,9,0.0,5.0,1.0,4.0,4,20,1.0,8.0,3.0,12.0,1,8,0.0,5.0,1.0,3.0,9,7,,,,,0,1,0.0,0.0,0.0,1.0,1,2,1,0,0,2,26,74,23.0,77.0,28.0,72.0,0,0,0,0,0,0
70,mt_292091237,comp_2954,sn_270305,2021-11-14T17:00:00.000Z,Liechtenstein,tm_17667,Romania,tm_32068,0,2,0.0,0.0,,,,,1,17,0.0,8.0,1.0,9.0,3,38,1.0,18.0,2.0,20.0,2,15,1.0,8.0,1.0,7.0,12,10,,,,,1,0,0.0,0.0,1.0,0.0,3,0,0,0,3,0,28,72,30.0,70.0,27.0,73.0,0,0,0,0,0,0
71,mt_080285559,comp_2954,sn_270305,2021-11-14T17:00:00.000Z,North Macedonia,tm_32834,Iceland,tm_86544,3,1,0.0,0.0,,,,,7,1,4.0,0.0,3.0,1.0,19,5,12.0,1.0,7.0,4.0,7,3,4.0,3.0,3.0,0.0,9,18,,,,,2,1,1.0,0.0,1.0,1.0,5,5,2,1,3,4,57,43,57.0,43.0,57.0,43.0,0,1,0,0,0,1
72,mt_575179932,comp_2954,sn_270305,2021-11-14T14:00:00.000Z,Malta,tm_53717,Slovakia,tm_32733,0,6,0.0,0.0,,,,,0,16,0.0,5.0,0.0,11.0,1,26,1.0,8.0,0.0,18.0,0,10,0.0,3.0,0.0,7.0,11,6,,,,,0,3,0.0,2.0,0.0,1.0,6,0,2,0,4,0,30,70,33.0,67.0,27.0,73.0,2,0,0,0,2,0
73,mt_292091138,comp_2954,sn_270305,2021-11-14T14:00:00.000Z,Croatia,tm_41754,Russia,tm_09203,1,0,0.0,0.0,,,,,5,0,3.0,0.0,2.0,0.0,19,2,10.0,0.0,9.0,2.0,7,2,3.0,1.0,4.0,1.0,13,9,,,,,1,1,0.0,1.0,1.0,0.0,2,2,0,0,2,2,68,32,69.0,31.0,67.0,33.0,0,0,0,0,0,0
74,mt_727326619,comp_2954,sn_270305,2021-11-14T14:00:00.000Z,Slovenia,tm_09821,Cyprus,tm_94680,2,1,0.0,0.0,,,,,4,2,2.0,0.0,2.0,2.0,16,4,8.0,1.0,8.0,3.0,8,2,5.0,0.0,3.0,2.0,12,10,,,,,1,4,1.0,1.0,0.0,3.0,2,3,2,2,0,1,68,32,72.0,28.0,64.0,36.0,0,0,0,0,0,0
75,mt_303704423,comp_2954,sn_270305,2021-11-13T19:45:00.000Z,France,tm_28952,Kazakhstan,tm_94197,8,0,0.0,0.0,,,,,14,3,4.0,3.0,10.0,0.0,20,5,7.0,5.0,13.0,0.0,6,1,3.0,1.0,3.0,0.0,13,9,,,,,2,0,1.0,0.0,1.0,0.0,1,2,0,0,1,2,66,34,70.0,30.0,61.0,39.0,0,0,0,0,0,0
76,mt_303704471,comp_2954,sn_270305,2021-11-13T19:45:00.000Z,Montenegro,tm_721624,Netherlands,tm_41792,2,2,0.0,0.0,,,,,3,3,1.0,1.0,2.0,2.0,11,9,7.0,3.0,4.0,6.0,5,1,3.0,0.0,2.0,1.0,16,11,,,,,0,2,0.0,2.0,0.0,0.0,2,1,0,1,2,0,26,74,24.0,76.0,28.0,72.0,0,0,0,0,0,0
77,mt_131538846,comp_2954,sn_270305,2021-11-13T19:45:00.000Z,Wales,tm_94101,Belarus,tm_53246,5,1,0.0,0.0,,,,,7,2,3.0,0.0,4.0,2.0,18,6,10.0,3.0,8.0,3.0,5,3,2.0,2.0,3.0,1.0,9,19,,,,,2,2,2.0,0.0,0.0,2.0,1,3,0,1,1,2,67,33,65.0,35.0,69.0,31.0,0,0,0,0,0,0
78,mt_848947729,comp_2954,sn_270305,2021-11-13T19:45:00.000Z,Belgium,tm_32860,Estonia,tm_70906,3,1,0.0,0.0,,,,,10,5,6.0,0.0,4.0,5.0,20,11,13.0,1.0,7.0,10.0,9,3,8.0,0.0,1.0,3.0,6,15,,,,,4,0,2.0,0.0,2.0,0.0,0,1,0,1,0,0,81,19,84.0,16.0,78.0,22.0,0,0,0,0,0,0
79,mt_292091110,comp_2954,sn_270305,2021-11-13T17:00:00.000Z,Türkiye,tm_17049,Gibraltar,tm_0189159,6,0,0.0,0.0,,,,,15,0,6.0,0.0,9.0,0.0,36,2,11.0,1.0,25.0,1.0,14,0,5.0,0.0,9.0,0.0,14,6,,,,,6,0,3.0,0.0,3.0,0.0,1,2,0,1,1,1,78,22,78.0,22.0,78.0,22.0,0,1,0,1,0,0
80,mt_848947796,comp_2954,sn_270305,2021-11-13T17:00:00.000Z,Norway,tm_41500,Latvia,tm_65386,0,0,0.0,0.0,,,,,5,2,1.0,1.0,4.0,1.0,25,6,8.0,5.0,17.0,1.0,9,3,2.0,2.0,7.0,1.0,8,7,,,,,1,2,0.0,1.0,1.0,1.0,2,2,1,0,1,2,72,28,71.0,29.0,73.0,27.0,0,0,0,0,0,0
81,mt_454652200,comp_2954,sn_270305,2021-11-13T14:00:00.000Z,Bosnia & Herzegovina,tm_70240,Finland,tm_94162,1,3,0.0,0.0,,,,,7,5,1.0,3.0,6.0,2.0,28,8,12.0,5.0,16.0,3.0,13,1,8.0,1.0,5.0,0.0,14,11,,,,,0,1,0.0,0.0,0.0,1.0,2,0,1,0,1,0,68,32,62.0,38.0,74.0,26.0,0,1,0,1,0,0
82,mt_848947708,comp_2954,sn_270305,2021-11-12T19:45:00.000Z,Hungary,tm_70924,San Marino,tm_53436,4,0,0.0,0.0,,,,,11,0,4.0,0.0,7.0,0.0,23,1,8.0,1.0,15.0,0.0,12,0,6.0,0.0,6.0,0.0,7,5,,,,,5,0,4.0,0.0,1.0,0.0,0,1,0,0,0,1,79,21,83.0,17.0,74.0,26.0,0,0,0,0,0,0
83,mt_303704407,comp_2954,sn_270305,2021-11-12T19:45:00.000Z,Andorra,tm_86059,Poland,tm_53264,1,4,0.0,0.0,,,,,1,8,1.0,4.0,0.0,4.0,2,18,2.0,8.0,0.0,10.0,0,7,0.0,5.0,0.0,2.0,17,17,,,,,0,1,0.0,0.0,0.0,1.0,3,2,3,1,0,1,21,79,22.0,78.0,20.0,80.0,1,0,1,0,0,0
84,mt_575179965,comp_2954,sn_270305,2021-11-12T19:45:00.000Z,England,tm_53273,Albania,tm_17513,5,0,0.0,0.0,,,,,6,4,6.0,2.0,0.0,2.0,15,5,11.0,2.0,4.0,3.0,4,0,3.0,0.0,1.0,0.0,3,14,,,,,1,3,0.0,1.0,1.0,2.0,0,4,0,3,0,1,64,36,71.0,29.0,58.0,42.0,0,0,0,0,0,0
85,mt_303704456,comp_2954,sn_270305,2021-11-12T19:45:00.000Z,Italy,tm_32805,Switzerland,tm_70912,1,1,0.0,0.0,,,,,4,2,3.0,2.0,1.0,0.0,11,10,6.0,8.0,5.0,2.0,6,1,1.0,1.0,5.0,0.0,8,13,,,,,2,1,1.0,0.0,1.0,1.0,2,3,1,0,1,3,64,36,62.0,38.0,65.0,35.0,0,0,0,0,0,0
86,mt_454652299,comp_2954,sn_270305,2021-11-12T19:45:00.000Z,Northern Ireland,tm_65980,Lithuania,tm_65365,1,0,0.0,0.0,,,,,5,3,4.0,1.0,1.0,2.0,15,7,10.0,1.0,5.0,6.0,7,4,4.0,0.0,3.0,4.0,9,16,,,,,3,1,2.0,1.0,1.0,0.0,0,1,0,0,0,1,65,35,73.0,27.0,56.0,44.0,0,0,0,0,0,0
87,mt_292091827,comp_2954,sn_270305,2021-11-12T19:45:00.000Z,Austria,tm_86533,Israel,tm_17398,4,2,0.0,0.0,,,,,13,3,3.0,1.0,10.0,2.0,25,6,8.0,3.0,17.0,3.0,4,2,1.0,0.0,3.0,2.0,15,13,,,,,5,1,3.0,0.0,2.0,1.0,1,1,0,0,1,1,63,37,56.0,44.0,72.0,28.0,0,0,0,0,0,0
88,mt_848947683,comp_2954,sn_270305,2021-11-12T19:45:00.000Z,Denmark,tm_65124,Faroe Islands,tm_17071,3,1,0.0,0.0,,,,,4,2,1.0,0.0,3.0,2.0,19,3,9.0,0.0,10.0,3.0,2,0,0.0,0.0,2.0,0.0,6,18,,,,,0,1,0.0,1.0,0.0,0.0,1,3,0,0,1,3,68,32,72.0,28.0,63.0,37.0,0,0,0,0,0,0
89,mt_616410024,comp_2954,sn_270305,2021-11-12T17:00:00.000Z,Moldova,tm_94208,Scotland,tm_41641,0,2,0.0,0.0,,,,,3,8,1.0,5.0,2.0,3.0,6,16,3.0,9.0,3.0,7.0,2,8,1.0,5.0,1.0,3.0,14,6,,,,,1,3,1.0,1.0,0.0,2.0,5,1,0,0,5,1,45,55,41.0,59.0,51.0,49.0,0,0,0,0,0,0
90,mt_292091126,comp_2954,sn_270305,2021-11-11T19:45:00.000Z,Germany,tm_28696,Liechtenstein,tm_17667,9,0,0.0,0.0,,,,,23,0,9.0,0.0,14.0,0.0,42,4,17.0,1.0,25.0,3.0,13,0,8.0,0.0,5.0,0.0,5,1,,,,,3,2,0.0,1.0,3.0,1.0,1,0,1,0,0,0,82,18,85.0,15.0,79.0,21.0,0,1,0,1,0,0
91,mt_727326674,comp_2954,sn_270305,2021-11-11T19:45:00.000Z,Romania,tm_32068,Iceland,tm_86544,0,0,0.0,0.0,,,,,7,1,4.0,0.0,3.0,1.0,23,8,12.0,4.0,11.0,4.0,11,6,6.0,3.0,5.0,3.0,6,7,,,,,1,3,0.0,0.0,1.0,3.0,1,1,0,1,1,0,63,37,67.0,33.0,59.0,41.0,0,0,0,0,0,0
92,mt_303704414,comp_2954,sn_270305,2021-11-11T19:45:00.000Z,Slovakia,tm_32733,Slovenia,tm_09821,2,2,0.0,0.0,,,,,6,3,3.0,1.0,3.0,2.0,21,5,8.0,1.0,13.0,4.0,8,3,5.0,0.0,3.0,3.0,17,17,,,,,1,0,0.0,0.0,1.0,0.0,2,3,2,1,0,2,64,36,61.0,39.0,69.0,31.0,0,1,0,0,0,1
93,mt_080285534,comp_2954,sn_270305,2021-11-11T19:45:00.000Z,Ireland,tm_53152,Portugal,tm_09479,0,0,0.0,0.0,,,,,2,3,1.0,1.0,1.0,2.0,12,12,5.0,6.0,7.0,6.0,4,4,4.0,4.0,0.0,0.0,13,12,,,,,2,1,0.0,0.0,2.0,1.0,3,3,1,0,2,3,49,51,41.0,59.0,57.0,43.0,0,1,0,0,0,1
94,mt_848947745,comp_2954,sn_270305,2021-11-11T19:45:00.000Z,Greece,tm_17035,Spain,tm_86522,0,1,0.0,0.0,,,,,1,3,1.0,3.0,0.0,0.0,3,12,1.0,7.0,2.0,5.0,2,5,0.0,2.0,2.0,3.0,9,15,,,,,3,2,2.0,0.0,1.0,2.0,4,2,1,0,3,2,27,73,21.0,79.0,35.0,65.0,0,0,0,0,0,0
95,mt_080285587,comp_2954,sn_270305,2021-11-11T19:45:00.000Z,Malta,tm_53717,Croatia,tm_41754,1,7,0.0,0.0,,,,,0,12,0.0,6.0,0.0,6.0,2,20,1.0,10.0,1.0,10.0,2,4,2.0,2.0,0.0,2.0,7,7,,,,,3,7,2.0,2.0,1.0,5.0,1,0,0,0,1,0,33,67,33.0,67.0,32.0,68.0,0,0,0,0,0,0
96,mt_454652222,comp_2954,sn_270305,2021-11-11T17:00:00.000Z,Armenia,tm_17007,North Macedonia,tm_32834,0,5,0.0,0.0,,,,,1,6,0.0,3.0,1.0,3.0,7,8,3.0,5.0,4.0,3.0,5,3,2.0,3.0,3.0,0.0,12,11,,,,,3,1,1.0,1.0,2.0,0.0,0,1,0,0,0,1,55,45,52.0,48.0,59.0,41.0,0,0,0,0,0,0
97,mt_131538873,comp_2954,sn_270305,2021-11-11T17:00:00.000Z,Azerbaijan,tm_94119,Luxembourg,tm_86430,1,3,0.0,0.0,,,,,2,6,0.0,1.0,2.0,5.0,8,23,3.0,9.0,5.0,14.0,2,3,1.0,1.0,1.0,2.0,15,10,,,,,0,1,0.0,1.0,0.0,0.0,4,1,2,0,2,1,34,66,36.0,64.0,32.0,68.0,1,0,1,0,0,0
98,mt_080285518,comp_2954,sn_270305,2021-11-11T17:00:00.000Z,Georgia,tm_53298,Sweden,tm_86978,2,0,0.0,0.0,,,,,6,8,0.0,6.0,6.0,2.0,10,20,2.0,11.0,8.0,9.0,5,8,1.0,5.0,4.0,3.0,14,10,,,,,2,9,1.0,6.0,1.0,3.0,3,1,0,0,3,1,41,59,43.0,57.0,38.0,62.0,0,0,0,0,0,0
99,mt_575179986,comp_2954,sn_270305,2021-11-11T17:00:00.000Z,Russia,tm_09203,Cyprus,tm_94680,6,0,0.0,0.0,,,,,13,1,4.0,1.0,9.0,0.0,22,7,10.0,4.0,12.0,3.0,3,4,3.0,4.0,0.0,0.0,10,10,,,,,4,0,2.0,0.0,2.0,0.0,0,0,0,0,0,0,61,39,59.0,41.0,63.0,37.0,0,0,0,0,0,0
100,mt_131538889,comp_2954,sn_270305,2021-10-12T18:45:00.000Z,Albania,tm_17513,Poland,tm_53264,0,1,0.0,0.0,,,,,1,2,0.0,1.0,1.0,1.0,6,5,3.0,3.0,3.0,2.0,2,4,2.0,3.0,0.0,1.0,17,24,,,,,0,2,0.0,0.0,0.0,2.0,3,3,1,1,2,2,41,59,42.0,58.0,40.0,60.0,0,0,0,0,0,0
101,mt_616410050,comp_2954,sn_270305,2021-10-12T18:45:00.000Z,Portugal,tm_09479,Luxembourg,tm_86430,5,0,0.0,0.0,,,,,11,2,7.0,0.0,4.0,2.0,21,3,8.0,0.0,13.0,3.0,8,2,4.0,1.0,4.0,1.0,12,13,,,,,1,0,1.0,0.0,0.0,0.0,2,1,1,1,1,0,55,45,57.0,43.0,54.0,46.0,0,0,0,0,0,0
102,mt_080285593,comp_2954,sn_270305,2021-10-12T18:45:00.000Z,Ukraine,tm_28630,Bosnia & Herzegovina,tm_70240,1,1,0.0,0.0,,,,,2,5,2.0,2.0,0.0,3.0,10,14,6.0,6.0,4.0,8.0,3,3,1.0,1.0,2.0,2.0,8,6,,,,,2,2,1.0,1.0,1.0,1.0,0,3,0,2,0,1,55,45,60.0,40.0,50.0,50.0,0,0,0,0,0,0
103,mt_292091185,comp_2954,sn_270305,2021-10-12T18:45:00.000Z,England,tm_53273,Hungary,tm_70924,1,1,0.0,0.0,,,,,5,1,2.0,1.0,3.0,0.0,11,6,3.0,3.0,8.0,3.0,8,2,4.0,0.0,4.0,2.0,8,9,,,,,2,2,0.0,0.0,2.0,2.0,1,1,1,0,0,1,64,36,63.0,37.0,65.0,35.0,0,0,0,0,0,0
104,mt_454652288,comp_2954,sn_270305,2021-10-12T18:45:00.000Z,Lithuania,tm_65365,Switzerland,tm_70912,0,4,0.0,0.0,,,,,0,11,0.0,8.0,0.0,3.0,6,22,3.0,10.0,3.0,12.0,3,8,1.0,4.0,2.0,4.0,4,11,,,,,0,0,,,,,0,0,0,0,0,0,30,70,28.0,72.0,32.0,68.0,0,0,0,0,0,0
105,mt_575179941,comp_2954,sn_270305,2021-10-12T18:45:00.000Z,Denmark,tm_65124,Austria,tm_86533,1,0,0.0,0.0,,,,,4,0,2.0,0.0,2.0,0.0,9,7,6.0,2.0,3.0,5.0,1,1,1.0,1.0,0.0,0.0,10,20,,,,,3,2,1.0,0.0,2.0,2.0,1,2,1,0,0,2,49,51,57.0,43.0,40.0,60.0,0,0,0,0,0,0
106,mt_969863327,comp_2954,sn_270305,2021-10-12T18:45:00.000Z,Kosovo,tm_6293033,Georgia,tm_53298,1,2,0.0,0.0,,,,,4,3,3.0,1.0,1.0,2.0,12,6,5.0,2.0,7.0,4.0,5,2,0.0,1.0,5.0,1.0,9,8,,,,,0,1,0.0,0.0,0.0,1.0,4,5,2,2,2,3,54,46,58.0,42.0,48.0,52.0,0,0,0,0,0,0
107,mt_848947730,comp_2954,sn_270305,2021-10-12T18:45:00.000Z,San Marino,tm_53436,Andorra,tm_86059,0,3,0.0,0.0,,,,,1,9,1.0,5.0,0.0,4.0,5,13,2.0,6.0,3.0,7.0,4,3,1.0,0.0,3.0,3.0,22,13,,,,,0,2,0.0,1.0,0.0,1.0,4,1,1,1,3,0,42,58,41.0,59.0,42.0,58.0,0,0,0,0,0,0
108,mt_292091191,comp_2954,sn_270305,2021-10-12T18:45:00.000Z,Serbia,tm_44175,Azerbaijan,tm_94119,3,1,0.0,0.0,,,,,11,1,4.0,1.0,7.0,0.0,22,6,8.0,2.0,14.0,4.0,7,0,0.0,0.0,7.0,0.0,13,10,,,,,1,2,1.0,2.0,0.0,0.0,0,2,0,1,0,1,57,43,61.0,39.0,53.0,47.0,0,0,0,0,0,0
109,mt_454652255,comp_2954,sn_270305,2021-10-12T18:45:00.000Z,Bulgaria,tm_65328,Northern Ireland,tm_65980,2,1,0.0,0.0,,,,,4,6,0.0,6.0,4.0,0.0,10,15,3.0,9.0,7.0,6.0,10,5,4.0,3.0,6.0,2.0,16,13,,,,,2,3,1.0,3.0,1.0,0.0,1,2,0,0,1,2,46,54,47.0,53.0,45.0,55.0,0,0,0,0,0,0
110,mt_575179359,comp_2954,sn_270305,2021-10-12T18:45:00.000Z,Faroe Islands,tm_17071,Scotland,tm_41641,0,1,0.0,0.0,,,,,3,5,2.0,1.0,1.0,4.0,9,19,7.0,6.0,2.0,13.0,1,7,1.0,3.0,0.0,4.0,15,10,,,,,3,3,2.0,1.0,1.0,2.0,1,3,0,1,1,2,32,68,38.0,62.0,26.0,74.0,0,0,0,0,0,0
111,mt_727326073,comp_2954,sn_270305,2021-10-12T18:45:00.000Z,Israel,tm_17398,Moldova,tm_94208,2,1,0.0,0.0,,,,,4,6,2.0,3.0,2.0,3.0,9,11,4.0,5.0,5.0,6.0,3,4,1.0,2.0,2.0,2.0,11,17,,,,,1,2,1.0,1.0,0.0,1.0,0,4,0,1,0,3,55,45,60.0,40.0,50.0,50.0,0,1,0,0,0,1
112,mt_969863432,comp_2954,sn_270305,2021-10-12T18:45:00.000Z,Sweden,tm_86978,Greece,tm_17035,2,0,0.0,0.0,,,,,4,3,1.0,3.0,3.0,0.0,7,10,1.0,8.0,6.0,2.0,5,4,0.0,3.0,5.0,1.0,13,15,,,,,0,5,0.0,3.0,0.0,2.0,2,4,0,0,2,4,42,58,46.0,54.0,37.0,63.0,0,1,0,0,0,1
113,mt_131538851,comp_2954,sn_270305,2021-10-12T14:00:00.000Z,Kazakhstan,tm_94197,Finland,tm_94162,0,2,0.0,0.0,,,,,1,8,0.0,2.0,1.0,6.0,7,20,2.0,7.0,5.0,13.0,0,5,0.0,3.0,0.0,2.0,12,4,,,,,0,1,0.0,1.0,0.0,0.0,3,1,2,1,1,0,38,62,36.0,64.0,40.0,60.0,0,0,0,0,0,0
114,mt_727326697,comp_2954,sn_270305,2021-10-11T18:45:00.000Z,Latvia,tm_65386,Türkiye,tm_17049,1,2,0.0,0.0,,,,,2,9,1.0,3.0,1.0,6.0,6,23,3.0,8.0,3.0,15.0,7,9,7.0,5.0,0.0,4.0,18,13,,,,,0,0,,,,,4,2,1,0,3,2,32,68,33.0,67.0,31.0,69.0,0,0,0,0,0,0
115,mt_303704482,comp_2954,sn_270305,2021-10-11T18:45:00.000Z,Romania,tm_32068,Armenia,tm_17007,1,0,0.0,0.0,,,,,5,1,3.0,0.0,2.0,1.0,15,6,9.0,1.0,6.0,5.0,8,2,7.0,0.0,1.0,2.0,9,21,,,,,1,3,1.0,1.0,0.0,2.0,2,5,0,1,2,4,59,41,76.0,24.0,41.0,59.0,0,0,0,0,0,0
116,mt_616410039,comp_2954,sn_270305,2021-10-11T18:45:00.000Z,Norway,tm_41500,Montenegro,tm_721624,2,0,0.0,0.0,,,,,5,0,3.0,0.0,2.0,0.0,11,9,7.0,3.0,4.0,6.0,3,4,3.0,0.0,0.0,4.0,11,9,,,,,2,3,1.0,2.0,1.0,1.0,2,6,0,0,2,6,51,49,58.0,42.0,42.0,58.0,0,1,0,0,0,1
